	channel	date	message
4975	kharazmi	2019-11-10 17:37:12	من ورودیم و نمیدونم دانشگاه با کدوم سایتای مقاله قرارداد داره و به صورت رایگان میشه ازشون استفاده کرد با ای پی دانشگاه  میشه لطف کنین بگین  یه نفر  
4976	kharazmi	2019-11-10 17:42:04	حتی اون صندلی بازیای دوران مدرسه هم تو مترو به دردمون خوردن ولی هنوز انتگرال بدردمون نخورده  حاجعلی  
4977	kharazmi	2019-11-10 17:47:18	سلام وقتتون بخر ارت دانشجو خانوم مرم رض    ه مقطع ارشناس ارشد مخونن رو من دم در خوابگاه پدا ردم اگه خودشون ا از دوستانشون انجان بان تحول بگرن خوابگاه  اتاق   هنگ ور  
4978	kharazmi	2019-11-10 18:25:44	وی بسییییار پر حوصله و صبور بود نشسته بود اونجا قطره قطره از اون شیر آب می چکید می خورد  حبه انگور  
4979	kharazmi	2019-11-10 19:56:14	اخه این چ وضع خدمات دهی درمانگاهه دیشب ساعت  رفتیم درمانگاه دکترش برمیگرده میگه عصرو ازتون گرفتن شب میاینحتی فشار دوستمو هم نگرفت ساعت  شب دیر وقته عایااا ببخشید از خواب بیدارتون کردیم از این به بعد سعی میکنیم شبا مریض نشیم    
4980	kharazmi	2019-11-10 19:58:06	خطاب به دانشجویان شیمی و معترضین   من بچه های انجمن شیمی رو تک به تک میشناسم و هیچ کدوم بچه های سربه هوایی نیستن و به شدت پای کارن  پیشنهادی که براتون دارم اینه که  به جای اینکه توییت بدیدکه متاسفانه عادت اکثر دانشجوها شده با خود دبیر یا اعضاشون مستقیما صحبت کنید و نظرتونو بدید  شما که هرروز میبینید شون پس چرا تاحالا نظرتونو نگفتید بهشون یهو یه توییت اومد و طبق معمول بقیه توییت ها حول اون موضوع سرازیر شد   نه فقط به انجمن شیمی به تماااامی دانشجوها میگم  اگر نسبت به انجمن تون معترض اید در درجه اول با خودشون ارتباط بگیرید و ببینید گیر کجاست و اگر خودتون رو اهل کار میدونید دست به کار شید و اگر هم باز مساله حل نشد در درجه دوم میتونید به خانه فرهنگ اطلاع بدید و اداره انجمن های علمی پیگیری کنن   خلاصه که به دنبال راه حلی کارا برای حل مساله باشیم   دبیرشورای دبیران  
4981	kharazmi	2019-11-10 21:56:11	   ممد در کرانه  
4982	kharazmi	2019-11-10 22:00:58	به نظرم ما غذای سلف بزاریم تو سبد ببریم گلابیا حیفه  حاجعلی  
4983	kharazmi	2019-11-10 22:27:44	خب خب دوستانی که انقد پیگیر کانال انجمن شیمی هستن ببینم ترم پیش چقدر از کارگاه ها و سمینار ها رو شرکت کردند مقاله نویسی بوده گوسین بوده    بوده عطر و عصاره گیری بوده سمینار موسیقی شیمیایی با اراه پروفسور شکروی و حضور اساتید دانشکده های زیست و فیزیک بودند خب چقدرشو شرکت کردید مسابقه حباب غول اسا بوده چقدرشو شرکت کردی یا پیگیر نیستی و نمیدونی چه خبره ک پیشنهاد میدم رو هوا فک نکنی یا اگ پیگیری نباید این حرفو بزنی و چشماتو بیشتر باز کنی  تبلیغی هم اگ بوده واسه گرفتن تخفیف برای خود توعه دانشجو بوده   اصلا گیریم بچه ها بی حس با حسی بسم الله آدم عملی بسم الله       
4984	kharazmi	2019-11-10 22:37:54	سلام اگ ما نمیگفتیم بهشون اینجا میگفتیم درست ولی وقتی اصلا جوابی نمیگیریم قاعدتا اینجا معترض میشیم ایشالله کمی انتقاد پذیر باشن و به صحبت های ما گوش کنن    
4985	kharazmi	2019-11-10 22:45:48	 گمشده هامون شنبه ی کش ایروبیک قرمز تو سالن نشاط جا گذاشتم اگه کسی دید تحویل خانم حیدری بده مرسی  درجست و جوی کش  
4986	kharazmi	2019-11-11 01:21:03	 دانشده مدرت اعتراض به وضعت نامناسب غذا و سلف در واحد تهران  معترض  
4987	kharazmi	2019-11-11 06:25:18	حاجعلی  
4988	kharazmi	2019-11-11 06:29:43	ناموسا بخواب حاج علی اینا رو ول کن   الان با استادی کلاس دارم که روز اول گفت نصفتون میفتید  ایشالا سر کلاس میخوابم  حاجعلی  
4989	kharazmi	2019-11-11 08:21:17	آقای نهاد کلاس عمومی جمعیتش رو توی سالن لاکچری کنفرانس نهاد برگزار میکنه و میسپاره که از خودش هم عکس و فیلم بگیرن این حجم از توجه به خویشتن خطرناک نیست  معترض  
4990	kharazmi	2019-11-11 12:28:13	اصن خودشه همین درسته   
4991	kharazmi	2019-11-11 12:38:38	خطاب به کسایی که به تعیین تاریخ امتحان میانترم به خاطر رای اکثریت اعتراض دارن و معتقدند که یکبار دیگه باید نظرسنجی انجام بشه شاید نظر یه سری تغییر کرده باشه میگم که اگه این اتفاق افتاد و تاریخ امتحان مطابق با نظر شما تغییر کرد و این بار گروه دوم اعتراض کردن و خواستار نظرسنجی دوباره شدن تکلیف چیست  غلامعلی حداد عادل  
4992	kharazmi	2019-11-11 12:40:02	به چند یار کمکی جهت تناول این حجم مخلفات نیازمندیم  سارجنت رکر  
4993	kharazmi	2019-11-11 12:53:16	دقیقه اخر کلاس به استاد گفتم استاد دیگ بس نیست گفت نه ولی گلرنگ هست ما که مجبور شدیم بخندیم ولی کاش اساتید سطح طنزشونو ببرن بالا    
4994	kharazmi	2019-11-11 13:47:18	 هیت هفتگی فراموش نشود  دوشنبه شب ها  هیت محبان اهل بیت علیهم السلام  مسجد امام علی علیه السلام دانشگاه ساعت     
4995	kharazmi	2019-11-11 17:22:28	خطاب به معترض ایشون همون اولش گفتن امروز درس نمیدیم و مبحث آزاده و مناظرهطور    بعدشم اگه شمام تو همون کلاسی اعتراضت چیه به اون خوبی برگزار شد اگرم نیستی که به استادتون بگید واسه دراومدن کلاس از حالت خشکی یه تنوعی بده  حالا استاد ما آقای نهاده مارو برد اونجا فقط دلتون میخواد معترض باشید  مرداد  
4996	kharazmi	2019-11-11 17:23:12	در جواب معترض باید بگم خوارزمی جایی هست که هیچ کس و هیچ چیز سرجای خودش نیست مثلا انتخاب امام جماعت واسه مسجد دانشگاه بعد از گذشت دو ماه از سال جز وظایف یه عده محسوب نمیشه ولی برگزاری کلاس های تدوین و نویسندگی و عکاسی و فتوشاپ و گویندگی از سمت همون آقا در همون محل شده جز اولویت ها  رهگذر  
4997	kharazmi	2019-11-11 17:49:23	 جشنواره مسابقات ورزش همگانی دانشجویان  سه شنبه های شادتهران  مدیریت تربیت بدنی   
4998	kharazmi	2019-11-11 17:58:44	سلام خطاب به مسول اصلی کار دانشجویی آقای عزیز امسال هزینه خوابگاهغذااستفاده از امکانات دانشگاه و   رو افزایش دادین  هزینه های دیگه رو هم که دیگه نگم براتووون با این اوصاف چرا حقوق کار دانشجویی ها همچنان ثابت مونده آیا حقوق خودتون هم همون حقوق پارسالیه واقعا که  حضور غیاب  ای که دستت میرسد کاری بکن  گل رز  
4999	kharazmi	2019-11-11 18:01:40	یادش بخیر چقدر کلاس های حاج آقا نعمتی گرم و صمیمی بود  بنده خدا دنبال ظاهر سازی و مستند سازی هم نبود خودخواه و مغرور هم نبود     خالصانه فعالیت میکرد  و بیشتر از همه بین دانشجویان بود  ای کاش یاد بگیریم که هیچ چیزی ماندگار نیست  دانشجویان این دانشگاه اصلا مطالبه گر نیستند    یکم از دانشجوهای دانشگاه های دیگه یاد بگیریم     توجه کنید  گهی زین به پشت و گهی پشت به زین   دنبال چی هستی    
5000	kharazmi	2019-11-11 18:18:42	من روز شنبه پک صبحونه رو گرفتم الان میبینم حلواشکری بهم ندادن بهنظرم تو توزیع صبحونه علاوه برکیفیت به کمیت هم دقت کنید من دوتا حلوا شکریم رو میخوام چون به جز شیر و حلوا شکری بقیشو نمیخورم  عاشق حلواشکری  
5001	kharazmi	2019-11-11 19:09:59	سلام یه شال بافت طوسی آبی در دانشکده ادبیات گم شده  در صورتی که پیدا کردین لطفا به انتظامات دانشکده تحویل بدید    گمشده هامون    
5002	kharazmi	2019-11-11 19:10:23	آقا نت خوابگاه بهمن چرا اینطوریه  هر  ثانیه یه بار قطع میشه باید دوباره لاگین کنیم    
5003	kharazmi	2019-11-11 19:12:55	مسابقه جذاب و هیجان انگیز دور  مخصوص دانشجویان ورودی  در اردوی کردان  برای شرکت کافیه یک تیم دو نفره داشته باشید   چهارشنبه  آبان  جهت ثبت نام و آموزش بازی دور      
5004	kharazmi	2019-11-11 19:28:32	بچه ها انجمن راض نمخواد لاس نور بذارد برامون   تورو خدا  راضست  
5005	kharazmi	2019-11-11 19:30:19	سلام من هروقت اومدم انجمن زبان برای ثبت نام کلاس هاش بسته بوده از انجمن های کناریشم پرسیدم گفتن خیلی کم میبیننشون ما کجا بریم برای ثبت نام  دوستدار زبان    
5006	kharazmi	2019-11-11 19:52:22	داشتیم میگفتیم شام امشب خوب شده     سردرگم  
5007	kharazmi	2019-11-11 20:47:03	بابا خسته شدیم هردفعه میایم غذا بخوریم چنگال نیست از مسولین خواهش میکنم دودست چنگال بگیرن چیزی ازشون کم نمیشه     
5008	kharazmi	2019-11-11 20:47:54	سلام و درود بر شما به خاطر دغدغه ای که دارید  در خصوص انجمن علمی زبان باید بگم که اعضای جدید انجمن علمی زبان از ابتدای آذر ماه کار خود را شروع خواهند کرد و مثل گذشته دوره های آموزشی زبان انگلیسی برای تمام سطوح برگزار خواهد شد   مسول اداره انجمن های علمی دانشجویی  
5009	kharazmi	2019-11-11 20:49:25	این برنامه ای که برای ورودی جدید ها گذاشتن نوشته ساعت حرکت   صبح ما که از تهران میایم نمیرسیم       باید به کی اطلاع بدیم    
5010	kharazmi	2019-11-11 21:01:18	در جواب  میتونم بگم که شما میتونی شب قبلش خوابگاه مهمان بگیری و صبح راحت پاشی    
5011	kharazmi	2019-11-11 21:08:28	این حجم از روغن      یک عدد معترض   
5012	kharazmi	2019-11-11 21:13:09	وقتی سر امتحان جواب سوال رو نمیدونی ولی نمیخوای برگرو خالی تحویل بدی  حاجعلی  
5013	kharazmi	2019-11-11 21:13:52	به این عزیز بفرمایید ساعت اولین اتوبوس   و آخرین اتوبوس   خواهد بود   یکی از عوامل اجرایی برنامه  
5014	kharazmi	2019-11-11 22:10:54	لوکیشن فوق لیسانسه ها که دانشگاه ماست واحد تهران وای من که کلی ذوقیدم   ذوق کرده  
5015	kharazmi	2019-11-11 22:42:01	 به اطلاع دانشجویان عزیز می رساند دوشنبه  آبان ماه جلسه پرسش و پاسخ با مسولین دانشگاه خوارزمی جهت بیان مسال و مشکلات صنفی  رفاهی دانشجویان برگزار خواهد شد  بدینوسیله شورای صنفی از تمامی دانشجویان دعوت می نماید که حضور حداکثری در این نشست داشته باشند   جنت  
5016	kharazmi	2019-11-11 23:00:52	توضیحات تکمیلی   جلسه پرسش و پاسخ سالهاست در دانشگاه برگزار میشود و در آن تعدادی از مسولین شنونده و پاسخگوی مطالبات و سوالات دانشجویان می باشند  لذا از دانشجویان دغدغه مند و مطالبه گر دانشگاه دعوت میشود برای بهبود فضای علمیصنفی فرهنگی و   دانشگاه در این جلسه حضور بهم رسانده و در یک دیدار مستقیم مطالبات خود را با مسولین دانشگاه در میان بگذارند   جنت  
5017	kharazmi	2019-11-11 23:16:30	دوستان حالا که شورای صنفی قراره پرسش و پاسخ بذاره به نظرم بهترین فرصته که بی واسطه با مسولین حرفامون رو بزنیم تا در جریان مشکلاتمون قرار بگیرن لطفا فقط در فضای مجازی فعال نباشید در فضای واقعی هم مطالبه گر باشید و همه حضور داشته باشید   انفعال ممنوع  
5018	kharazmi	2019-11-11 23:28:19	اینم گوی و اینم میدون دوستانی که اعتراض دارن نسبت به مسال مختلف میتونن از حالت فقققط تویت زدن و حرکات شصت دست بیان بیرون و پا به عرصه مبارزه بذارن    بریم که مطالبه کنیم مهمترین خواسته هامونو  زی زی گولو  
5019	kharazmi	2019-11-12 00:04:22	دانشجویان خوارزمی واقعا در عرصه عمل منفعل عمل می کنن و عادت کردن به فضای مجازی  ترم گذشته جلسه پرسش و پاسخ نصف سالن هم پر نشده بود اونوقت انتظار داریم مشکلاتمون حل بشه     
5020	kharazmi	2019-11-12 00:05:38	وقتی امید تمام شهر به شماست و استادت گفته اگه غیبت کنی حذف خواهی شد  بابابزرگ  
5021	kharazmi	2019-11-12 00:15:27	واقعا که ما همش داریم از تفاوتای تهران و کرج میگیم الانم که جلسه گذاشتن با شورای صنفی اونوقت ما اصن شورای صنفی تهرانو اصن اثری ازشون ندیدیم  واحد تهران واحد مستضعفین  شما دوستان واحد تهران هم میتونید در این جلسه شرکت کنید   جنت  
5022	kharazmi	2019-11-12 05:45:14	سلام کسی شرایط کار دانشجویی رو میدونه  کجا باید رفت واسه اقدام  چجوریه اصلا  چه کاری هست   ابوتراب                سلام باید به دفتر رییس اداره رفاه دانشجویی آقای نوروزی واقع در طبقه سوم ساختمان مرکزی طبقه مرکز مشاوره مراجعه بفرمایید  برای کسب اطلاعات بیشتر و دریافت کار دانشجویی هم میتونید پی وی بنده رو از ادمین بگیرید   آگاه  
5023	kharazmi	2019-11-12 09:34:47	سلام ببخشید کسی درباره اینکه چجوری باید عضو انجمن شیم میدونه  شرایطش چیه  میس                      منظور انجمن اسلامی هست یا انجمن های علمی اگر انجمن های علمی هست می توانید از طریق شورای مرکزیاتاق انجمن و رییس اداره انجمنهای علمیخانه فرهنگ با دبیر انجمن مدنظر لینک بشید یا برای انجمن اسلامی و انجمن های علمی به ادمین اصلی توییت پیام دهید تا لینکتون کنن   ساینایی  
5024	kharazmi	2019-11-12 11:20:01	بوفه مفتح تهران بوفه مرکزی کرج  فوق لیسانسه ها  
5025	kharazmi	2019-11-12 15:27:32	ایران داره به یه کشور پنج فصل تبدیل میشه بین پاییز و زمستون یه فصل هست که نه بارون میاد نه برف فقط زلزله بش میگن زلستون   
5026	kharazmi	2019-11-12 15:28:41	سلام یک عدد کارت دانشجویی بنام خشایار اخ       پیدا شده در انتظامات مرکزی میباشد    
5027	kharazmi	2019-11-12 15:44:31	سه شنبه های مهدوی چه شد     
5028	kharazmi	2019-11-12 16:43:15	انقدری که به املت بوفه ی دانشگاه پول دادم  میتونستم تا الان مدرکمو بخرم و برم    ریحون  
5029	kharazmi	2019-11-12 18:05:41	برگزاری جشنواره مسابقات ورزش همگانی دانشجویان در تهران  سه شنبه های شاد    
5030	kharazmi	2019-11-12 18:59:51	قابل توجه دانشجویان ورودی   جهت شرکت در اردو فرهنگی مجموعه ایثار دانشجویانی که محل تحصیل کرج هستند بایستی از مبدا کرج حرکت کنند  اتوبوس ها از ساعت   الی   حرکت می کنند لطفا به موقع رو به روی پارکینگ پژوهش ساختمان مرکزی حاضر باشید    یکی از کادر اجرایی   
5031	kharazmi	2019-11-12 19:00:15	دستگاه هشدار زلزله ساخت دانشجویان خوابگاهی    
5032	kharazmi	2019-11-12 19:11:26	لازمه  بگم همه  بچه ها واحد تهران ساعت   جلو ساختمان  طبقه باشن راس ساعت  حرت هست   ادراجرا تهران  
5033	kharazmi	2019-11-12 21:05:07	دیروز  روز گذر عطارد بود و دانشکده  فیزیک هم برنامه رصد داشت   دوستانی که نبودید اون تایم این صحنه رو ما از تلسکوپ دیدیم     این اتفاق رفت تا  سال دیگه  فیزیکس  
5034	kharazmi	2019-11-12 21:05:58	بخش لاتین کتابخونه مرکزی قرار نیست راه بیوفته تکلیف چیه  عاصی  
5035	kharazmi	2019-11-12 21:35:20	 اطلاعیه اردوی فرهنگی  قابل توجه دانشجویان ورودی جدید که در گردهمایی فرهنگی کوهسار شرکت نموده اند   همراه داشتن کارت دانشجویی الزامی می باشد  تا پایان اردو کسی حق ترک اردو را ندارد  همراه داشتن لباس گرم  فقط افرادی که از طریق سایت ثبت نام نموده اند می توانند در برنامه حضور داشته باشند  این برنامه مختص دانشجویان ورودی جدید مقطع کارشناسی بوده و به هیچ عنوان دانشجویان دیگر نمی توانند در برنامه شرکت کنند  در این برنامه مسابقات علمی و فرهنگی در نظر گرفته شده و در طول برنامه جوایز آن پرداخت خواهد شد  رعایت نظم و همچنین پوشش مناسب اداری متناسب با محیط دانشگاه ساعت حرکت دانشجویان تهران  صبح می باشد و محل حرکت ساختمان مرکزی در خیابان خاقانی می باشد  ساعت حرکت دانشجویان کرج   تا   می باشد و محل حرکت روبروی ساختمان مرکزی می باشد  زمان برگشت برای همه دانشجویان ساعت  می باشد  برای این گردهمایی برنامه های مختلفی از جمله بازدید از موزه آکواریومباغ وحشدریاچه مصنوعی و قایق سواری در نظر گرفته شده لذا انتظار می رود با رعایت نظم نسبت به برنامه ریزی دقیق برنامه با عوامل اجرایی همکاری نمایید  در زمان اجرای برنامه و بازدید ها فقط در محدوده مشخص شده اردو نموده و از گروه خارج نشوید  در کنار این برنامه نمایشگاه معرفی فعالیت های دانشجویی دایر شده و دانشجویان می توانند نسبت به عضویت در تشکل های دانشجویی اقدام نمایند     
5036	kharazmi	2019-11-12 21:41:43	سلام میشه از کادر اجرایی اردو فردا بپرسینفقط اونایی که تو سایت ثبت نام کردن میتونن شرکت کنن یا خیر  ام آر  
5037	kharazmi	2019-11-12 21:43:43	سلام فقط سا  ثبت نام ردن متونن بان   ز ز  
5038	kharazmi	2019-11-12 22:21:07	باید ذکر شه که دانشجویان واحد تهران بیان خاقانی و دانشجویان واحد کرج بیان ساختمان مرکزی کرج اینطوری یه عده فکر میکنند ساکن تهران بیاد خاقانی ساکن کرج بره ساختمون مرکزی       
5039	kharazmi	2019-11-12 22:40:40	خواهشاااا در مقااابل سلف خواهران سیگار نکشیییم  خواهشاااا دختر خانوما سیگار نکشن  اگر هم کشیدن در انظار عمومی سیگار نکشن تا بقیه خانومارو هم تشویق نکنن در این کار خواهشاااا در یک محیط فرهنگی  بی فرهنگ نباااشیم  خواهشمندم  
5040	kharazmi	2019-11-13 08:12:38	فقط سیگار کشیدن خانم ها بقیه رو تشویق میکنه مردها سیگار بکشن مشکلی نیست اگه چیزی بده برای همه بده نگاه  جنسیت زده رو بذارید کنار در یک محیط فرهنگی با فرهنگ  سال قبل جلو نرید   لیوربرد  
5041	kharazmi	2019-11-13 11:18:04	عاقا لطف کنید به مسولین محترم استخر بگین یه فکری به حال کمدای استخر بکنن یعنی چی هروقت میریم کمد بی کیلید میدن ولی به غیر دانشجوها کمد با کیلید میدن  انگری  
5042	kharazmi	2019-11-13 11:20:24	یک کارت دانشجویی با شماره  گمشده   لطفا در صورت پیدا کردن به ادمین اطلاع بدیید   ممنون   
5043	kharazmi	2019-11-13 11:21:03	دوستان برای اینکه تو انجمن زبان عضو باشی و بتونی کلاس برگذار کنی باید حتما زبان بخونی یا از رشته های دیگه هم میشه  ویزلی  
5044	kharazmi	2019-11-13 12:35:57	پس چرا ما که دانشجوی دانشکده زمین هستیم از این اتفاق هیچی نفهمیدیم مراسمش رو کجا گرفتن کی گرفتن اینجا کی به کیه چی به چیه ما تاوان چی رو داریم پس میدیم   آتش بدون دود  
5045	kharazmi	2019-11-13 14:22:05	بچه ها من دروز پش مسول ون ها بودم  از راننده ها گفت ه ارت دانشجو پدا ردم دادم به حراست دم در منظورش در مدون حصار بود   راضست  
5046	kharazmi	2019-11-13 17:47:47	خدایی هرچقدر ازین اردو معارفه  ایا بگم کم گفتم جدا از نکات مثبتش  پک خوراکی و   که به دو سه تا از اتوبوسا نرسید هر اکیپ دختر و پسری هم که نشسته بودن رو چمنا حراست عکس میگرفت ازشون تهشم که همرو بلانسبت مثل چییی کردن تو اتوبوسا این چه وضعه هماهنگیه خدایی  یه معترض  
5047	kharazmi	2019-11-13 17:48:53	شما تا حالا یه اردو برگزار کردی     نه انصافا    بیا من مدیریت یکی از این اتوبوس واحدارو بهت بدم و شما دانشجوهارو فقط  دور توی دانشگاه بچرخون و آب و غذاشونم بده ببینم میتونی   نه به اعتراض الکی  
5048	kharazmi	2019-11-13 18:00:59	اردوی ورودی ها با همه خوبی و بدیاش کار قشنگ و ارزشمندی بود و کلی آدم تو زحمت بودن تا به بچه ها خوش بگذره   و خاطره ساز شد   کاش انقدر سر هرچیزی غر نمیزدیم  بیتو  
5049	kharazmi	2019-11-13 18:02:10	خب پس دوستان چون ما هیچکدوم توانایی برگزاری اردو نداریم  و ادعایی هم نداشتیم پس نباید به کسانی که وظیفشون این کار بوده و براشون فرش قرمز پهن نکرده بودن بیان دانشجو بدبختو عذاب بدن اعتراض کنیم یاد گرفتین آفرین ساکت دیگه بذارید تو به خرابکاری هاشون ادامه بدن  شما تاحالا خرابکاری کردی  استرامابوسی  
5050	kharazmi	2019-11-13 18:05:30	اتفاقا امروز خیلی خوش گذشت و همه چی عالی بود گرچه ب اتوبوس ما پک نرسید ولی هم برخورد ها خوب بود هم خاطره سازی شد مرسی از همه بچه هایی که زحمت کشیدن  دختر راضی  
5051	kharazmi	2019-11-13 18:17:01	من به عنوان یکی از اعضای کادر اردوی ورودی های امروز از همه عزیزان بابت کمبود ها معذرت خواهی می کنم و از صبوریتون متشکرم  همه ی بچه های کادر با وجود سومدیریت کمال تلاش و همکاری رو داشتن و اگه اون ها نبودن به دلیل همین سومدیریتاردو حتی با این کیفیت هم برگزار نمی شد  البته از محدودیت هایی که توی بعضی از کارها برای خانم ها بود متاسفاممطمنا درک می کنید که این محدودیت حاصل رفتار بی ظرفیتانه افراد قبلی است   کادر  
5052	kharazmi	2019-11-13 18:34:40	هماهنگ ردن  تا دانشجو با انواع و اقسام سلقه ها و همه محدودت ها   محط آموزش داره خل خل ار سخته  همه چز رز ب رز برنامه رز شده بود اما خوب طبعه ه خل چزا تغر نه درسته  م و است ها وجود داشت اما م ب انصافه  همه چز رو زر سوال ببرم   تم اجرا  نفره از دوهفته قبل تلاش ردن  برنامه به خوب برگزار بشه  بهتره م انصاف داشته باشم   ادر اجرا  
5053	kharazmi	2019-11-13 20:24:45	اولا یه تشکر ویژه میکنم از تمام کادر اجرایی چون برای من فایدههای زیادی از جمله لینک شدن با بعضی کانونها و تشکلها داشت    دوما تشکر ویژهتر از اون دسته از مسولانی که باعث شدن که دیگه نیازی به کراشیاب و چیزای دیگه نباشه و به قولی فضا رو آماده کردند  دایورت  
5054	kharazmi	2019-11-13 22:32:46	آقایون دمتون گرم ما امروز تو اردو یه اکیپ خوب پیدا کردیم هفته بعد هم میخواهیم بریم کوه مسولین محترم برا هفته دیگه دانشگاه برنامه نداره  رهگذر  معلومه خیلی خوش گذشته ها  بشین درستو بخون ترم اول چیزی نیوفتی جای من خالی   حاجعلی  
5055	kharazmi	2019-11-13 22:41:11	چقدر خوبه به جای اینکه دنبال گرفتن سوژه از این و اون باشیم تو جشن ها به فکر کار خودمون و خوش گذشتن به دانشجو ها باشیم  گذشت دوران آنتن بازی و پشت اینو اون حرف زدن   یکم مرد باش    
5056	kharazmi	2019-11-13 23:58:03	یه بارم از یه دختر عینکی تو دانشگاه خوشم اومد رفتم بهش پیشنهاد دادم برگشت بهم گفت   حالا درسته عینک میزنم ولی کور که نیستم دیگه      
5057	kharazmi	2019-11-14 07:12:43	وقتی اولین اردوی دهه هشتادیا رو اینجوری مختلط برگزار کردید دیگه هر چی بشه پا خودتون اینایی که من میبینم اگه از ترمکی در بیان دانشگاه رو کازینو خواهند کرد  بابابزرگ  
5058	kharazmi	2019-11-14 08:35:30	سلام توو کانال صفیر گزارش عملکرد آقای دکتر موحد رو دیدم ضمن تشکر از ایشان بابت زحماتی که کشیدنداینو بگم که دیدن صحنه هایی از فیلم که حاج آقا نعمتی حضور داشتندباعث یادآوری نبود ایشان در دانشگاه شد  واقعا حیف    در ضمن امروز هم جای ایشون تو اردوی ورودی ها خیلییی خالی بود  راستی از مسجد چخبر همچنان وضعیت نا به سامان مسجد ادامه دارد  راستی دوست عزیزی که به بچه هاتون میگی بیاید مسجدعزیز من تو باعث شدی مسجد خالی بشه   با این کار ها هم درست نمیشه   تو ضربتو زدی و قابل جبران هم نیست  یه سوال زمان حاج آقا نعمتی هم به بچه هاتون می گفتی بیاید مسجد  فقط یک دانشجو  
5059	kharazmi	2019-11-14 09:53:06	چرا اردوی دانشجویی نباید مختلط باشه طرز تفکراتمون واقعا جالبه    
5060	kharazmi	2019-11-14 10:57:16	آقایون جوری تو دانشگاه کود ریختن  انگار میخوان کشاورزی کنن و سیب زمینی برداشت کنن   البته شایدم بو از جای دیگست  نه از کود  نزدیکی به امتحانات میان ترم صحت این فرضیه رو تقویت میکنه       
5061	kharazmi	2019-11-14 11:18:17	دوستان عزیزی که دیروز اجرای بچه های موسیقی قطعه سریال گیم اف ترونز رو فیلم گرفتن میشه لطف کنین بزارینش اینجا  عاشق موسیقی  
5062	kharazmi	2019-11-14 12:29:29	حاج آقا نعمتی رفت هنوز توییتاش و آه و ناله عشاق سینه چاکش ما رو رها نمیکنه  بسکنیدتوروقرآن  استراباس  
5063	kharazmi	2019-11-14 12:31:18	دوست عزیز ورودی تا حدودا سه سال گذشته اردوهای مختلط که توسط دانشگاه برگزار میشد ممنوع بود و اردوها با تفکیک جنسیت برگزار میشد    آتش بدون دود  
5064	kharazmi	2019-11-14 12:37:45	  آیین نامه اردوهای دانشجویی دانشگاه ها و موسسات آموزش عالی مصوب جلسه  مورخ  شورای اسلامی شدن دانشگاه ها و مراکز اموزشی  طرز تفکراتمون جالبه کمتر تفکر کنیم توی تبصره میگه که   اردوی آموزشی  حالا با چشم پوشی ازین آموزشی بودن اردو تحت  ضوابط و با  رعایت شونات که متاسفانه هیچکدومش نبود   پیگیر  
5065	kharazmi	2019-11-14 15:28:14	طبق ماده  واقعا مرزای ارزش ها و معیارهای اسلامی جابه جا شد خصوصا با موسیقیه دلنواز و تولید داخل گیم آف ترونز خداقوت   خیان  
5066	kharazmi	2019-11-14 16:24:49	اردوی دیروز فرصت خوبی بود ورودی های عزیز ارتباطات خودشونو استارت بزنن  صحنههای جالبی هم دیده میشد  دختر و پسر کنارهم تو فضای سبز سیگار به دست حراستم که نقش مترسک رو داشت  خلاصه مسولین فرهنگی دانشگاه دمتون گرم   بیان  
5067	kharazmi	2019-11-14 17:11:04	یه جوری معترضین از اینکه دختر و پسر کنار هم بودن انگار قطب مثبت و منفی بمب اتم رو کنار هم گذاشته بودن   جنبه هاتونو ببرین بالا یه ذره    توی اردو ها هم با دوستای هم جنستون بگردید و به بقیه کار نداشته باشید خواهشا از حرفای بعضیاتون ادم شاخ در میاره واقعا  فازتون چیه  
5068	kharazmi	2019-11-14 18:20:06	ولی انصافا هرکی اجرای موسیقی های دیروز رو ندید از دستش رفت مخصوصا اجرای گروه موسیقی کلاسیک رو    
5069	kharazmi	2019-11-14 19:19:09	این موضوعی که شما بیان میکنید هیچ ارتباطی با مسولین فرهنگی نداره درسته متولی برنامه فرهنگی بوده ولی مگه ما شاهد ارتباط دانشجویان در فضای سبز دانشگاه نیستیماستارت این موضوع با شروع سال تحصیلی زده شد اردو را بهانه نکنیدکه از آن سواستفاده کنید و فرهنگی را تخریب کنید شما مشکلتون اردوی مختلط هست که البته در نظر بگیرید در سالن جدا نشسته بودند در سالن غذا خوری کاملا جدا بودند به دختران اجازه ی سوار شدن دوچرخه رو ندادنقایق سواری جدا بودبرای رفتن به سمت باغ وحش دختران با مینی بوس رفتن و اجازه ی پیاده روی نداشتنو اینکه دانشجویان در یک فضا کنار هم راه میرن کاملا طبیعیه که تو فضای دانشگاه هم دیده میشه    پس خلط موضوع نکنید و ربطش ندید به فرهنگی    کاش نکات مثبت رو هم بیان کنیدمثلا اجرای عالی کانون موسیقی   و بعد بگیم فرهنگی دمت گرم خلاصه اینکه شما هدفت فقط تخریب فرهنگی است     یک فرهنگی  
5070	kharazmi	2019-11-14 19:35:55	نمدونم چرا ان صحنه ها فجع  دوستان مگن رو ما مشاهده نردم   تمام قسمت ها مراسم به صورت املا مجزا برگزار شد  ان شما با اردو مختلط مشل دارن دلل نمشه  تلاش ها تم فرهنگ رو زر سوال ببرن    ادر اجرا  
